,도서명,저자,출판사,발행년도
339251,나의 그리스식 웨딩,조엘 즈윅 감독,,2003
339400,취한 말들을 위한 시간,바흐만 고바디 감독,,2004
339403,나두야 간다,정연원 감독,,2004
339404,곰이 되고 싶어요,야니크 하스트롭 감독,,2004
339742,지방세제도의 개편방안,김종순 지음,자유기업센터,1999
340167,한국사종합논저목록=Bibliography of Korean history,국사편찬위원회 [편],,2003
340570,괴담,앰브로스 비어스,글 읽는 세상,1999
341400,해롤드 핀터 전집,해롤드 핀터 지음,,2002
341404,일본=Japan,Dorling Kindersley사 [편],,2001
341565,(기초와 실험)기기분석,정용순 외,半島出版社,1997
341682,(반편견 교육을 위한)유아 교사 교육의 새로운 접근,Margie Carter,창지사,2001
341720,西洋文化史,閔錫泓,서울대학교출판부,1997
341914,대륙천하,김중걸 지음,,1999
342249,오스트레일리아=Australia,Dorling Kindersley사 [편],,2001
342819,시시포스의 神話,A. 카뮈 [저],,1994
342820,戀愛論,스탕달 [著],,1993
343072,(은혜로운)주해 성경=(The)Grace study bible:해설찬송가,조용기 편저,,2003
343172,수사심리학,김종률 저,,2002
343436,(THE) Norton Anthology of English Literature,[by] M. H. Abrams...[et.al],,1962
343509,한국의 나물/ 한국의 맛 연구회 지음,한국의맛연구회,대한교과서,2004
343677,성인간호학,[퍼시픽출판사] 학술 편찬국 저,퍼시픽출판사,2004
343692,장갑을 사러 간 아기 여우,니이미 난키치 지음;하시카와 코이치;이다운 [같이]옮김,,2004
344792,하버드 기숙사,이진 著,,1995
345381,레지오 에밀리아 접근법의 이해와 현장 적용,김은희,창지사,2000
345571,당나귀 공주,샤를 페로 원작;안느 요나 엮음;안느 롱비 그림;이경혜 옮김,,2003
346019,이혼한 부모를 위한 50가지 자녀양육법,니콜라스 롱;렉스 포어핸드 [같이]지음;이재연 옮김,,2003
346222,로빈슨과 방드르디,미셸 투르니에 지음;이원복 옮김;조루주 르므완;브뤼노 필로드제 [같이]그림,좋은벗,2004
346439,"카오스, 가이아, 에로스",랠프 에이브러햄 지음,,1997
346790,사유의 열쇠,박이문 지음,,2004
346940,결혼 축가 피아노 곡집,[아름출판사]편집부 편저,아름음악출판사,1997
346954,君主論,마키아벨리 [著],,1993
347501,(공인중개사 시험대비)민법.민사특별법,박종문 편저,,2004
347711,우리 몸 미생물 이야기,이재열 지음,,2004
347854,트로이의 노래,콜린 맥클로우 지음;박혜수 옮김,,2000
347914,(들으며 배우는)서양음악사,김문자...[등]편저,,2001
348300,아홉 살 철학,이우진,우리두리,2004
348362,작은 아씨들,루이자 메이 올컷 지음;이은희 옮김;윤진경 그림,,2004
349146,(임용고시)일반영어,임병빈...[등]지음,,2003
349334,(파워)여성골프입문,편집부 편,삼호미디어,1997
349905,헤르츠 이야기,앤서니 던,시지락,2002
350258,현대축구,박기용 지음,,2003
350266,엄마 따라 절에 가기,김광호 저,,2004
350272,열려라 박물관,금동이책,랜덤하우스중앙,2004
351467,거절당한 순간 영업은 시작된다,엘머 레터만 지음;안진환 옮김,,2003
351597,태국=Thailand,Dorling Kindersley사 [편],,2001
351845,소방시공감리,박정렬;김엽래;백경원 공저,동학,2003
351914,탄,이윤희 지음,,2003
351976,부부와 함께 60분을,랍 파슨스 지음;김시완 옮김,,2002
352000,비는 어디서 왔을까?,김순한 글,웅진닷컴,2002
352488,우리 시대의 한국 문학,,계몽사,1994
352538,지역패권주의 연구,남영신 지음,,1992
352602,자신감 만들기,용혜원 지음,,2004
352692,(부모가 꼭 알아야 할)주는 교육 지켜보는 교육 50,고니시 유쿠오 지음;정난진 옮김,,2004
352787,동인문학상 수상작 모음집,정소성,조선일보사,2003
354574,미학 오디세이,진중권 지음,,2003
354730,비뢰도,검류혼 저,,2001
354922,일성록,민족문화추진회 편,,2000
354923,일성록,민족문화추진회 편,,2000
354942,배움의 발견,"타라 웨스트오버 지음, 김희정 옮김",열린책들,2020
354943,객체 지향 설계와 분석을 위한,한정수|김귀정,한빛아카데미(교재),2020
354944,toshi의 궁극의 캐릭터 작화,Toshi,한즈미디어(한스미디어),2019
354945,바디: 우리 몸 안내서,"빌 브라이슨 지음, 이한음 옮김",까치,2020
354946,통념과 상식을 거스르는 과학사,"로널드 L. 넘버스.코스타스 캄푸러키스 엮음, 김무준 옮김",글항아리사이언스,2019
354949,큰 발자취를 남긴 세계의 여객선,"한창용, 이한석",그린,2018
354950,초등학생을 위한,"Robert P. Pangrazi, Aaron Beighle",한미의학,2018
354951,초등 소프트웨어교육의 이해와 실제,"박정호, 한병래, 문찬규",Human Science(휴먼싸이언스),2018
354952,지식정보의 소통과 한국 금속활자 발달사: 조선시대,남권희,경북대학교출판부,2018
354953,전문직 치과의사로의 긴 여정: 치의학 역사,Philias Roy Garant,대한나래출판사,2018
354954,전기설비 트러블 사례 및 해석,한국전기안전공사 전기안전기술교육원(조진희 외 5인),技多利,2017
354955,재미있는,"노봉수,  김계원, 송상훈, 고상훈, 오지은",수학사,2017
354956,재난안전,"진병문, 박재영, 안대명, 윤혜경",북스힐,2017
354957,일본 병원사,후쿠나가 하지메,한울엠플러스,2017
354958,의사를 위한,차유진,군자출판사,2017
354959,의료법해설 : 쟁점과 판례 중심,홍영균,군자출판사,2017
354960,영상처리 기반의 인공지능 입문,고병철,그린,2018
354961,언어발달장애 기초,Vicki A. Reed,박학사,2017
354962,실무를 위한,홍원표,수학사,2017
354963,생리학,"Hershel Raff, Michael Levitzky",수문사,2017
354964,사물인터넷을 위한,정원석,光文閣,2017
354965,블록체인 구조와 이론,아카하네 요시하루 외 9인,위키북스,2017
354966,병원경영학,"황병덕, 최령, 박정훈",수문사,2017
354967,바이오헬스케어 트렌드: 블루칩,메가트랜드 랩(최승욱 외 16인),율곡출판사,2018
354968,융합지식과 융합교육과정,박휴용,전북대학교 출판문화원,2018
354969,윤리역량,"테리쿠퍼, 도날드 멘젤",조명문화사,2018
354970,유아교사의 정서역량,조혜진,창지사,2017
354971,역사는 왜 가르쳐야 하는가,"키쓰 바튼, 린다 렙스틱",역사비평사,2017
354972,"여성, 종교개혁과 통하다",박효근,서강대학교출판부,2018
354973,아이들에게 배우는 선생님 그래서 행복한 아이들,박부숙,동문사,2018
354974,"신화, 성경, 문학과 서양 정치사상",진미경,박영사,2017
354975,신한류,진달용,한울엠플러스,2017
354976,신탁의 기본 법리에 관한 연구,이계정,경인문화사,2017
354977,식민 이주어촌의 흔적과 기억,박정석,서강대학교출판부,2017
354978,시장을 통찰하는 비즈니스 다이어그램,제임스 캘박,프리렉,2017
354979,시민교육이 희망이다,장은주,피어나,2017
354980,시니어 산업화 글로벌 마케팅,정환묵,리빙북스,2018
354981,스마트시대 농업경영학,유찬주 외 7인,박영사,2017
354982,숲은 생각한다,에두아르도 콘,사월의책,2018
354983,수용소(Asylums),어빙 고프먼,문학과지성사,2018
354984,한국 천문학사,전용훈,들녘,2017
354985,프랑스의 이민문제,엄한진,서강대학교출판부,2017
354986,포스트사회주의 중국의 문화정체성과 문화정치,임춘성,문화과학사,2017
354987,페치카 최재형,박환,선인,2018
354988,"중국의 가정, 민간계약문서로 엿보다",손승희,學古房,2018
354989,조선초기 특권신분,최이돈,景仁文化社,2017
354990,나쁜 기자들의 위키피디아,강병철 지음,들녘,2019
354991,결정적 순간들,박보균 지음,중앙books(중앙북스),2019
354993,성 상식없는 새끼들 때문에 열 뻗쳐서 쓴,김불꽃 지음,한빛비즈,2019
354994,혐오 시대 헤쳐가기,김태형 지음,열린책들,2019
354996,수업 비평가의 시선,이혁규,교육공동체 벗,2018
354997,소비자계약의 법리,서희석,부산대학교 출판부,2018
354999,김난도의 트렌드 로드: 뉴욕 임파서블,김난도.tvN Shift제작팀 지음,그린하우스,2020
355001,돈의 흐름이 보이는 회계 이야기,구상수 지음,길벗,2019
355002,스프링 부트와 AWS로 혼자 구현하는 웹 서비스,이동욱,프리렉,2019
355003,면역의 배신,"수잔 블룸, 미셸 벤더",범문에듀케이션,2017
355004,라프 코스터의 재미이론,라프 코스터,길벗,2017
355005,대학생을 위한 하수처리의 이론과 설계,이우범,전남대학교출판부,2017
355006,대부분의 기후에서 재배가 가능한,Kelaidis. Gwen Moore,한국선인장과 다육식물협회,2018
355007,다윈의 물고기,존롱,플루토,2017
355008,꿀벌과 양봉,"장영덕, 정헌관, 이창수, 박상구",Osung(오성출판사),2018
355009,국역 의방유취 1 -한국과학기술고전-,이경록,세종대왕기념사업회,2017
355010,과학기술정책연구,이찬구 외 10인,충남대학교출판문화원,2017
355011,건축 개념의 네 가지 기둥,제임스 테이트,Spacetime(시공문화사),2018
355012,건축 재료의 새로운 사고,이공희 외 10인,CNB미디어,2018
355013,간호윤리학,"고진강, 고지운",계축문화사,2017
355014,가족 파트너십 모델,"Hilton Davis, Crispin Day",학지사,2018
355015,Water &Tea;(워터&티),"이자윤, 배형근",창지사,2018
355016,Offshore Drilling And Dynamic Positioning Handbook,"김창수, 이준수",좋은땅,2018
355017,실무자를 위한 강구조설계,"박영호, 정광량",구미서관,2017
355018,Clinical pharmacokinetics,"이명걸, 신완균, 오정미",신일서적,2017
355019,4차 산업혁명과 미래 신성장동력,이종호,JinhanM&B(진한엠앤비),2018
355020,3D 게임을 움직이는 수학과 물리,가토 키요시,길벗,2017
355021,100년 만에 되살리는 한국의 전통미장기술,김진욱,BM성안당,2017
355022,여성의 진화,웬다 트레바탄,에이도스,2017
355023,숫자로 풀어가는 생물학이야기,"Ron Milo, Rob Phillips",홍릉과학출판사,2018
355024,세월호가 묻고 사회과학이 답하다,이재열 외 5인,오름,2017
355025,세계는 역사를 어떻게 교육하는가,강선주 외 8인,한울엠플러스,2018
355026,선진국의 탄생,김종태,돌베개,2018
355027,선거와 복지국가,권혁용,고려대학교출판문화원,2017
355028,석박사학위 및 학술논문 작성 중심의,신건권,청람,2018
355029,샤머니즘과 타종교의 융합과 갈등,박환영 외 8인,민속원,2017
355030,상상된 공동체,베네딕트 앤더슨,길,2018
355031,사회적 대화,손영우,이매진,2018
355032,사회보장법과 의회,이신용,한울엠플러스,2017
355033,빅데이터 활용과 광고 사례 기반의,"고민정, 김용진",생능,2017
355034,비즈니스 분석,김승민 외 8인,한경사,2018
355035,분배적 정의와 한국사회의 통합,주병기 외 7인,율곡출판사,2018
355036,복지국가의 사회이론,조영훈,공동체,2017
355037,법학방법론,강일신 외 24인,세창출판사,2017
355038,법집행의 정치,최경준,이조,2018
355039,민주주의의 전환,조희정,한국학술정보,2017
355040,미국의 정책결정과 로비,성영화,法文社,2017
355041,문화사회학으로 바라본,최샛별,이화여자대학교출판문화원,2018
355042,무엇이 우리를 행복하게 하는가,"구교준, 임재영, 최슬기",집문당,2017
355043,마지막 비상구,제정임 엮음,오월의봄,2019
355045,눈의 폄하,"마틴 제이 지음, 전영백 외 옮김",서광사,2019
355046,그래서 지금 사야 하나요?,우용표 지음,한국경제신문,2019
355047,불평등 민주주의와 포퓰리즘,강명세 지음,바오,2019
355050,도덕형이상학 정초 실천이성비판,"임마누엘 칸트 지음, 김석수.김종국 옮김",한길사,2019
355051,참동계 강의(상),"남회근 지음, 최일범 옮김",부키,2019
355052,캐러멜 Caramel,김용래 지음,싸이프레스,2020
355053,AOTC,J. G. 맥콘빌,부흥과개혁사,2019
355054,트렌드 차이나 2020,홍순도|김규환|차상근|노석철|김충남|정용환|양정대|이우승|윤창수|이재호|홍우리|은진호,더봄,2019
355055,경치는 소리,김현식,비일비재,2020
355056,계급도시,하시모토 겐지,킹콩북,2019
355057,,길성남,이레서원,2019
355058,과일 플레이팅 마스터,김기진|곽명숙|손정희|이재숙|박현미|권정현,한국카빙데코레이션협회,2018
355059,괜찮은 하루,임하나,춤추는고래,2019
355060,그것은 하나의 여행이었다,이종림,페이퍼스토리,2019
355061,일본 요리 뒷담화,우오쓰카 진노스케,글항아리,2019
355062,인구 감소 사회는 위험하다는 착각,우치다 타츠루,위즈덤하우스,2019
355063,주식투자 매도하는 법부터 배워라,김중근,미래지식,2019
355064,자존감은 수리가 됩니다,소은순,더로드,2019
355065,윤희에게 시나리오,임대형,클,2020
355066,파이썬으로 만드는 OpenCV 프로젝트,이세우,인사이트,2019
355067,페이스 요가 바이블,다니엘 콜린스,프로제,2019
355068,모성과 모성 경험에 관하여,한지희,소명출판,2017
355069,말아먹고 세 번째,성형철,박영사,2017
355070,막스 베버의 고대 중세 연구,막스 베버,나남,2017
355071,레지덴셜 칼리지에서 길을 찾다,"Daniel F. Chambliss, Christopher G. Takacs",학지사,2017
355072,디지털 시대 인문학의 미래,이중원 외 8인,푸른역사,2017
355073,디지털 마케팅 4.0,"조창환, 이희준",청송미디어,2018
355074,듀이와 인문학 교육,폴 페어필드,씨아이알,2018
355075,동서양의 경계에서 중국을 읽다,민정기 외 7인,새물결 출판사,2018
355076,동북아시아의 파워 매트릭스,NEAR재단,이새,2017
355077,독도영유권 확립을 위한 연구. 9,김영수 외 7인,선인,2018
355078,도산법 강의,노영보,박영사,2018
355079,도덕교육 탐구,추병완,한국문화사,2017
355080,대한민국의 해양법 실행,한국해양수산개발원(박영길 외 10인),일조각,2017
355081,4차 산업 수업 혁명: (with STEAM 교육&Maker; 교육),최인수외 6인,다빈치 books,2018
355082,수학기호의 역사,조지프 마주르,반니,2017
355083,"세상의 시작, 118개의 원소 이야기",석원경,생각의힘,2017
355084,생물과 독,김인선,계명대학교 출판부,2018
